,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL47918,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C,active,745.0590000000001,5.283000000000007,2.0,8.0,7.522878745280337
1,CHEMBL50217,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C,active,766.0330000000004,6.941800000000007,3.0,8.0,8.657577319177793
2,CHEMBL301347,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN1CCCC1)C(C)C,active,773.069,5.837400000000006,3.0,9.0,8.602059991327963
3,CHEMBL48624,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN1CCOCC1)C(C)C,active,787.0959999999999,5.101500000000008,3.0,9.0,8.619788758288394
4,CHEMBL101874,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,intermediate,813.0099999999999,2.4533000000000094,7.0,10.0,5.853871964321762
5,CHEMBL445118,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H]1COCCCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@H](C)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,inactive,826.9929999999999,1.5399000000000092,6.0,11.0,4.0
6,CHEMBL300504,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NS(=O)(=O)C(C)C,active,732.989,4.131600000000005,6.0,8.0,7.173925197299173
7,CHEMBL49225,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN(C)C)C(C)C,active,744.075,4.9039000000000055,4.0,8.0,8.67778070526608
8,CHEMBL49218,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCc1ccccn1,active,775.9919999999998,5.167700000000005,6.0,9.0,8.886056647693163
9,CHEMBL297129,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(C)C,active,716.0169999999998,6.179300000000006,3.0,7.0,8.823908740944319
10,CHEMBL49286,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,active,632.8830000000005,5.007700000000004,3.0,7.0,9.0
11,CHEMBL318242,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,intermediate,827.0369999999999,2.7955000000000094,6.0,10.0,5.920818753952375
12,CHEMBL297701,CCCNC(=O)N[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,active,711.9490000000001,4.513000000000004,7.0,7.0,8.568636235841012
13,CHEMBL49379,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCC[N+]1([O-])CCOCC1)C(C)C,active,803.0949999999999,5.114100000000008,3.0,9.0,8.886056647693163
14,CHEMBL295048,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN(C)C)C(C)C,active,745.0590000000001,5.330900000000007,3.0,8.0,8.602059991327963
15,CHEMBL46240,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](N)C(C)C,active,631.8990000000003,4.9741000000000035,3.0,7.0,6.958607314841775
16,CHEMBL301395,CCCOC(=O)N[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,active,712.933,4.940000000000005,6.0,8.0,8.769551078621726
17,CHEMBL295838,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCn1ccnc1)C(C)C,active,768.0530000000001,5.666000000000006,3.0,9.0,8.886056647693163
18,CHEMBL300711,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN(C)C)C(C)C,active,746.0470000000001,4.876200000000005,4.0,9.0,8.823908740944319
19,CHEMBL301966,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCCN(C)C)C(C)C,active,761.0580000000001,5.693300000000006,3.0,9.0,8.619788758288394
20,CHEMBL48591,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCC)C(C)C,active,717.9890000000003,6.151600000000005,3.0,8.0,8.823908740944319
21,CHEMBL97865,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H]1COCCCCCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@H](C)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,inactive,855.0469999999999,2.320100000000009,6.0,11.0,4.161150909262744
22,CHEMBL46115,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCc1ccccn1)C(C)C,active,781.0480000000002,6.379300000000006,3.0,9.0,9.045757490560675
23,CHEMBL265560,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN(C)C)C(C)C,active,747.0310000000002,5.303200000000006,3.0,9.0,8.568636235841012
24,CHEMBL51935,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N1CCCN(C)CC1)C(C)C,active,757.0699999999999,5.4271000000000065,2.0,8.0,7.769551078621726
25,CHEMBL48481,CCCCC(=O)N[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,active,710.961,5.110200000000005,6.0,7.0,8.221848749616356
26,CHEMBL98582,CCC(C)(N)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,intermediate,700.9190000000002,0.548500000000008,9.0,9.0,5.337242168318426
27,CHEMBL301146,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCC(C)C)C(C)C,active,746.0430000000002,6.787700000000006,3.0,8.0,8.301029995663981
28,CHEMBL321937,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,active,879.0729999999999,2.39920000000001,8.0,11.0,6.552841968657781
29,CHEMBL49172,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCn1ccnc1)C(C)C,active,767.0690000000001,5.239000000000005,4.0,9.0,8.698970004336019
30,CHEMBL51401,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCN1CCOCC1)C(C)C,active,773.069,4.711400000000007,3.0,9.0,9.0
31,CHEMBL299612,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1,active,760.977,5.730200000000005,6.0,8.0,7.958607314841775
32,CHEMBL52060,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN1CCOCC1)C(C)C,active,786.1119999999999,4.674500000000006,4.0,9.0,8.481486060122112
33,CHEMBL433013,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H]1COCCCCCCCN(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@H](C)C(=O)N1)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)OC,intermediate,883.1009999999999,3.1003000000000096,6.0,11.0,5.568636235841013
34,CHEMBL299605,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCN1CCCC1,active,768.0129999999996,4.625800000000005,6.0,9.0,8.568636235841012
35,CHEMBL49882,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NS(C)(=O)=O,active,704.9350000000001,3.353000000000004,6.0,8.0,7.552841968657781
36,CHEMBL297427,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCCN(C)C)C(C)C,active,759.086,5.673100000000007,2.0,8.0,7.2441251443275085
37,CHEMBL48343,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCN(C)C,active,741.9749999999998,4.091600000000005,6.0,9.0,8.638272163982407
38,CHEMBL49150,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCc1ccccn1)C(C)C,active,765.0490000000002,6.016900000000006,3.0,8.0,9.0
39,CHEMBL48414,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCC[N+](C)(C)[O-])C(C)C,active,761.0580000000001,5.343500000000007,3.0,8.0,8.853871964321762
40,CHEMBL300524,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)NCCC)C(C)C,active,717.0050000000002,5.724600000000005,4.0,7.0,8.619788758288394
41,CHEMBL48540,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCN(C)C)C(C)C,active,731.0320000000002,4.9408000000000065,3.0,8.0,8.537602002101044
42,CHEMBL48537,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,active,631.8990000000005,4.580700000000003,4.0,7.0,8.958607314841775
43,CHEMBL263725,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(C)C,active,715.0329999999998,5.752300000000006,4.0,7.0,8.744727494896694
44,CHEMBL48722,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCCN(C)C,active,756.0019999999997,4.481700000000005,6.0,9.0,8.55284196865778
45,CHEMBL297595,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN1CCOCC1)C(C)C,active,789.068,5.073800000000006,3.0,10.0,8.853871964321762
46,CHEMBL297417,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NS(C)(=O)=O)C(C)C,active,709.9910000000004,4.564600000000004,3.0,8.0,8.366531544420413
47,CHEMBL300337,COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,active,656.8690000000003,2.5236000000000036,7.0,8.0,8.638272163982407
48,CHEMBL264194,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCN1CCOCC1,active,784.0119999999996,3.8622000000000067,6.0,10.0,8.886056647693163
49,CHEMBL50799,CCCCC(=O)N[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(C)C,active,716.0169999999998,6.321800000000007,3.0,7.0,8.494850021680094
50,CHEMBL417905,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN1CCOCC1)C(C)C,active,788.084,4.646800000000006,4.0,10.0,8.744727494896694
51,CHEMBL3144507,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NCCC(C)C,active,636.8379999999999,3.1091000000000024,6.0,6.0,8.397940008672037
52,CHEMBL3144506,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C,intermediate,634.819,2.2473000000000036,7.0,8.0,5.698970004336019
53,CHEMBL3144527,CC(C)CNC(=O)[C@](O)(CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,740.9870000000001,4.328600000000005,7.0,8.0,7.522878745280337
54,CHEMBL3144522,C=C(C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](O)CC(C)C,intermediate,604.7890000000002,2.9459000000000026,6.0,7.0,5.221848749616356
55,CHEMBL3144514,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC,active,572.7470000000002,3.1355000000000013,5.0,6.0,7.301029995663981
56,CHEMBL3144526,CNC(=O)C1(C[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CO1,active,588.746,2.348300000000002,5.0,7.0,7.3979400086720375
57,CHEMBL2115083,CC(C)CNC(=O)[C@@](O)(CN=[N+]=[N-])C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,739.9190000000001,3.592800000000003,7.0,9.0,7.698970004336019
58,CHEMBL3144520,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCN(C)C,active,629.843,3.067300000000003,5.0,7.0,6.3979400086720375
59,CHEMBL3144529,CC(C)CCNC(=O)[C@](C)(O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,712.9330000000001,3.6925000000000043,7.0,8.0,7.301029995663981
60,CHEMBL3144523,C=C(C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C,active,588.7900000000001,3.627500000000003,5.0,6.0,6.698970004336019
61,CHEMBL2115484,CC(C)CNC(=O)[C@](O)(CN)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,713.9210000000002,2.2412000000000054,8.0,9.0,7.823908740944319
62,CHEMBL3144524,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCC)C(=O)NCCC(C)C,active,666.8639999999998,3.7191000000000027,6.0,7.0,8.522878745280337
63,CHEMBL3144515,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)(C)CN(C)C,active,748.0219999999996,5.316300000000006,5.0,7.0,8.070581074285707
64,CHEMBL3144505,CC(C)CCNC(=O)C1(C[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CO1,active,644.854,3.764600000000005,5.0,7.0,7.6020599913279625
65,CHEMBL2115082,CC(C)CNC(=O)[C@@](O)(CCl)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,733.3510000000001,3.5213000000000036,7.0,8.0,7.698970004336019
66,CHEMBL2115085,CC(C)CNC(=O)[C@@](O)(CN)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,713.9210000000002,2.2412000000000054,8.0,9.0,7.455931955649724
67,CHEMBL3144528,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C,active,670.9359999999999,5.578000000000004,5.0,6.0,8.397940008672037
68,CHEMBL65918,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)NC1CSCCC[C@H](CN2CCOCC2)OC(=O)[C@H](O)[C@H](CC2CCCCC2)NC1=O,active,723.999,3.130500000000003,3.0,10.0,9.455931955649724
69,CHEMBL3144513,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,680.8909999999998,4.107600000000003,6.0,7.0,8.698970004336019
70,CHEMBL2115483,CC(C)CNC(=O)[C@](O)(CN=[N+]=[N-])C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,739.9190000000001,3.592800000000003,7.0,9.0,9.0
71,CHEMBL3144518,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C)C(=O)NC,active,636.8379999999999,3.1091000000000024,6.0,6.0,8.698970004336019
72,CHEMBL3144512,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCC)C(=O)NCC(C)(C)CN(C)C,active,685.9509999999998,4.341100000000005,5.0,7.0,8.0
73,CHEMBL3144525,CC(C)CCNC(=O)[C@@](C)(O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,712.9330000000001,3.6925000000000043,7.0,8.0,8.259637310505756
74,CHEMBL3144508,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC1CCCCC1,active,654.8929999999998,5.086000000000003,5.0,6.0,7.301029995663981
75,CHEMBL3144510,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,614.8280000000001,4.161700000000002,5.0,6.0,8.0
76,CHEMBL3144530,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)(C)CN(C)C,active,671.9239999999999,4.093500000000004,5.0,7.0,7.6020599913279625
77,CHEMBL3144521,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C,active,694.9179999999998,4.497700000000004,6.0,7.0,8.823908740944319
78,CHEMBL3144517,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCC)C(=O)NCC(C)C,active,628.855,4.409300000000003,5.0,6.0,8.301029995663981
79,CHEMBL3144519,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCc1ccccc1,active,662.8720000000001,4.748400000000003,5.0,6.0,6.823908740944319
80,CHEMBL59128,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(C)(O)c1ccccc1)C(=O)NCCC(C)C,active,595.785,3.269400000000002,6.0,6.0,7.0
81,CHEMBL3144509,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(C)C,active,628.855,4.551800000000003,5.0,6.0,8.0
82,CHEMBL3144511,C=C(C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,574.7630000000001,3.2374000000000027,5.0,6.0,6.3979400086720375
83,CHEMBL2115482,CC(C)CNC(=O)[C@](O)(CCl)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,733.3510000000001,3.5213000000000036,7.0,8.0,9.096910013008056
84,CHEMBL3144516,C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)(C)CN(C)C,active,737.9869999999996,4.039400000000006,6.0,8.0,8.301029995663981
85,CHEMBL301528,CCS(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,595.8030000000001,3.2680000000000033,4.0,7.0,6.853871964321762
86,CHEMBL3142224,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CS(C)(=O)=O,active,633.8120000000004,2.4337000000000018,5.0,8.0,7.3979400086720375
87,CHEMBL3142211,CC(C)S(=O)(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](N)[C@@H](C)OCc1ccccc1,active,605.8020000000001,2.008900000000005,5.0,8.0,6.522878745280337
88,CHEMBL24423,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2ncccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,active,803.0429999999996,3.778000000000003,5.0,10.0,8.221848749616356
89,CHEMBL103891,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCNc1n[nH]c(N)n1)C(C)C,active,799.0709999999999,4.581700000000005,6.0,11.0,8.769551078621726
90,CHEMBL99858,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCNc1n[nH]c(N)n1)C(C)C,active,785.044,4.191600000000005,6.0,11.0,8.958607314841775
91,CHEMBL99989,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN)C(C)C,active,716.0210000000001,4.301000000000005,5.0,8.0,8.022276394711152
92,CHEMBL263683,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCc1ccccn1)C(C)C,active,750.0380000000002,5.547400000000005,4.0,8.0,7.920818753952375
93,CHEMBL296991,CC(C)CCSCC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,intermediate,565.8210000000001,4.688300000000003,4.0,6.0,5.259637310505756
